date,value
1901-01-01,20.9800
1901-02-01,21.6800
1901-03-01,22.3500
1901-04-01,24.4100
1901-05-01,23.0600
1901-06-01,25.2400
1901-07-01,23.1400
1901-08-01,23.0800
1901-09-01,22.5900
1901-10-01,22.2529
1901-11-01,22.3800
1901-12-01,21.6800
1902-01-01,22.3400
1902-02-01,22.4600
1902-03-01,22.4100
1902-04-01,22.8200
1902-05-01,22.4300
1902-06-01,21.9600
1902-07-01,22.3900
1902-08-01,23.1700
1902-09-01,22.8600
1902-10-01,20.6044
1902-11-01,20.4100
1902-12-01,19.6300
1903-01-01,20.3200
1903-02-01,20.1100
1903-03-01,19.8800
1903-04-01,18.9800
1903-05-01,18.9500
1903-06-01,17.8200
1903-07-01,16.9200
1903-08-01,16.3000
1903-09-01,15.6500
1903-10-01,15.2529
1903-11-01,15.4100
1903-12-01,16.0400
1904-01-01,15.8600
1904-02-01,15.0200
1904-03-01,15.0800
1904-04-01,15.5700
1904-05-01,15.5300
1904-06-01,15.4700
1904-07-01,16.0400
1904-08-01,16.3000
1904-09-01,16.7400
1904-10-01,17.6332
1904-11-01,18.0800
1904-12-01,18.1600
1905-01-01,18.4600
1905-02-01,19.1700
1905-03-01,19.8300
1905-04-01,19.4800
1905-05-01,18.6300
1905-06-01,18.7400
1905-07-01,19.2100
1905-08-01,19.5700
1905-09-01,19.7400
1905-10-01,19.8974
1905-11-01,19.4400
1905-12-01,19.5800
1906-01-01,20.1300
1906-02-01,19.8700
1906-03-01,19.2600
1906-04-01,18.8800
1906-05-01,18.0500
1906-06-01,18.1700
1906-07-01,18.2000
1906-08-01,18.9700
1906-09-01,19.2000
1906-10-01,18.5417
1906-11-01,18.1400
1906-12-01,17.6600
1907-01-01,17.2200
1907-02-01,16.2200
1907-03-01,14.6900
1907-04-01,14.6700
1907-05-01,13.7900
1907-06-01,13.1400
1907-07-01,13.5900
1907-08-01,12.5100
1907-09-01,12.3300
1907-10-01,10.8318
1907-11-01,10.5900
1907-12-01,11.3300
1908-01-01,11.9000
1908-02-01,11.5500
1908-03-01,11.9800
1908-04-01,12.4500
1908-05-01,13.0800
1908-06-01,13.0500
1908-07-01,13.3500
1908-08-01,13.8800
1908-09-01,13.7000
1908-10-01,13.6908
1908-11-01,14.4400
1908-12-01,14.5800
1909-01-01,14.7600
1909-02-01,14.1700
1909-03-01,14.3400
1909-04-01,14.6500
1909-05-01,14.9500
1909-06-01,15.0400
1909-07-01,15.2300
1909-08-01,15.4200
1909-09-01,15.2500
1909-10-01,14.9888
1909-11-01,14.7500
1909-12-01,14.7500
1910-01-01,14.5500
1910-02-01,14.0000
1910-03-01,14.0500
1910-04-01,13.5600
1910-05-01,13.5700
1910-06-01,13.0200
1910-07-01,12.3400
1910-08-01,12.7500
1910-09-01,12.9400
1910-10-01,13.9189
1910-11-01,14.1600
1910-12-01,13.7400
1911-01-01,14.0500
1911-02-01,14.7200
1911-03-01,14.3700
1911-04-01,14.7500
1911-05-01,15.0500
1911-06-01,15.3300
1911-07-01,15.0800
1911-08-01,13.9000
1911-09-01,13.0000
1911-10-01,13.0665
1911-11-01,13.7300
1911-12-01,13.9300
1912-01-01,13.7900
1912-02-01,13.5300
1912-03-01,13.6400
1912-04-01,13.6500
1912-05-01,13.6500
1912-06-01,13.7900
1912-07-01,13.8000
1912-08-01,13.9800
1912-09-01,13.9300
1912-10-01,13.9051
1912-11-01,13.7500
1912-12-01,13.3900
1913-01-01,13.1500
1913-02-01,12.6800
1913-03-01,12.4400
1913-04-01,12.4300
1913-05-01,12.2200
1913-06-01,11.4900
1913-07-01,11.5300
1913-08-01,11.8500
1913-09-01,11.8400
1913-10-01,11.4715
1913-11-01,11.0700
1913-12-01,11.1700
1914-01-01,11.6400
1914-02-01,11.9100
1914-03-01,11.6900
1914-04-01,11.5200
1914-05-01,11.4800
1914-06-01,11.4300
1914-07-01,10.6900
1914-08-01,10.4900
1914-09-01,10.5000
1914-10-01,9.1590
1914-11-01,10.5200
1914-12-01,10.1700
1915-01-01,10.3600
1915-02-01,10.3300
1915-03-01,10.7100
1915-04-01,11.4000
1915-05-01,11.0300
1915-06-01,11.1500
1915-07-01,11.1100
1915-08-01,11.5800
1915-09-01,12.0100
1915-10-01,12.5491
1915-11-01,12.8600
1915-12-01,12.8800
1916-01-01,12.5400
1916-02-01,12.3500
1916-03-01,12.1800
1916-04-01,11.9100
1916-05-01,12.0300
1916-06-01,12.0000
1916-07-01,11.7900
1916-08-01,11.7300
1916-09-01,11.9400
1916-10-01,12.0457
1916-11-01,12.0500
1916-12-01,11.4100
1917-01-01,10.9900
1917-02-01,10.0600
1917-03-01,10.3300
1917-04-01,9.6400
1917-05-01,9.1400
1917-06-01,9.1500
1917-07-01,9.0000
1917-08-01,8.5700
1917-09-01,7.9500
1917-10-01,7.3871
1917-11-01,6.7500
1917-12-01,6.4100
1918-01-01,6.6400
1918-02-01,6.7800
1918-03-01,6.6900
1918-04-01,6.5200
1918-05-01,6.5800
1918-06-01,6.5000
1918-07-01,6.3700
1918-08-01,6.3000
1918-09-01,6.1500
1918-10-01,6.5249
1918-11-01,6.3300
1918-12-01,6.1300
1919-01-01,6.1000
1919-02-01,6.2400
1919-03-01,6.3600
1919-04-01,6.4600
1919-05-01,6.8300
1919-06-01,7.0200
1919-07-01,7.0500
1919-08-01,6.4800
1919-09-01,6.5600
1919-10-01,6.9470
1919-11-01,6.4700
1919-12-01,6.1600
1920-01-01,5.9900
1920-02-01,5.4600
1920-03-01,5.8000
1920-04-01,5.6000
1920-05-01,5.1900
1920-06-01,5.0400
1920-07-01,5.0800
1920-08-01,5.0200
1920-09-01,5.3000
1920-10-01,5.3847
1920-11-01,5.1300
1920-12-01,4.7800
1921-01-01,5.1200
1921-02-01,5.2700
1921-03-01,5.1900
1921-04-01,5.3000
1921-05-01,5.6100
1921-06-01,5.2200
1921-07-01,5.2000
1921-08-01,5.1600
1921-09-01,5.3800
1921-10-01,5.5996
1921-11-01,5.8400
1921-12-01,6.1100
1922-01-01,6.2900
1922-02-01,6.4600
1922-03-01,6.8200
1922-04-01,7.2700
1922-05-01,7.5900
1922-06-01,7.5600
1922-07-01,7.6000
