year,month,spx_tr_real,y10_bm_real,cpi,spx_tr_cum,y10_bm_cum,cape_shiller
1902,2,0.0116000000,0.0024000000,7.897,802.72,403.89,22.4600
1902,3,0.0043000000,0.0024000000,7.897,806.15,404.85,22.4107
1902,4,0.0249000000,-0.0104000000,7.992,836.14,405.45,22.8231
1902,5,-0.0113000000,-0.0112000000,8.087,836.53,405.69,22.4280
1902,6,-0.0146000000,-0.0367000000,8.183,834.05,395.40,21.9637
1902,7,0.0256000000,-0.0233000000,8.183,855.40,386.17,22.3857
1902,8,0.0418000000,0.0153000000,8.087,880.82,387.50,23.2211
1902,9,-0.0065000000,0.0264000000,8.183,885.39,402.40,22.8566
1902,10,-0.0921000000,-0.0578000000,8.753,859.95,405.58,20.6044
1902,11,-0.0030000000,0.0268000000,8.468,829.37,402.88,20.4085
1902,12,-0.0308000000,-0.0159000000,8.563,812.84,400.92,19.6332
1903,1,0.0426000000,-0.0086000000,8.658,856.87,401.90,20.3181
1903,2,-0.0028000000,0.0061000000,8.658,854.46,404.37,20.1071
1903,3,-0.0033000000,0.0461000000,8.373,823.59,409.08,19.8846
1903,4,-0.0376000000,-0.0121000000,8.373,792.61,404.11,18.9800
1903,5,0.0069000000,0.0329000000,8.183,779.94,407.91,18.9549
1903,6,-0.0517000000,-0.0045000000,8.183,739.60,406.10,17.8186
1903,7,-0.0282000000,-0.0049000000,8.183,718.73,404.10,17.1652
1903,8,-0.0421000000,0.0025000000,8.183,688.44,405.10,16.2991
1903,9,-0.0313000000,-0.0030000000,8.278,674.64,408.57,15.6544
1903,10,-0.0170000000,0.0155000000,8.183,655.56,410.13,15.2529
1903,11,0.0194000000,0.0077000000,8.087,660.50,408.50,15.4079
1903,12,0.0502000000,0.0015000000,8.087,693.63,409.13,16.0429
1904,1,-0.0030000000,-0.0224000000,8.278,707.79,409.37,15.8618
1904,2,-0.0453000000,-0.0292000000,8.468,691.29,406.57,15.0215
1904,3,0.0120000000,0.0158000000,8.373,691.74,408.37,15.0819
1904,4,0.0403000000,0.0131000000,8.278,711.41,409.02,15.5655
1904,5,0.0057000000,0.0222000000,8.087,699.02,408.51,15.5258
1904,6,0.0053000000,0.0053000000,8.087,702.71,410.67,15.4744
1904,7,0.0452000000,0.0006000000,8.087,734.49,410.93,16.0364
1904,8,0.0255000000,-0.0166000000,8.183,762.06,408.87,17.0257
1904,9,0.0357000000,-0.0062000000,8.278,798.42,411.06,16.7426
1904,10,0.0621000000,0.0025000000,8.278,847.98,412.10,17.6332
1904,11,0.0336000000,-0.0274000000,8.468,896.61,410.04,18.0762
1904,12,0.0128000000,0.0030000000,8.468,908.08,411.28,18.1597
1905,1,0.0248000000,0.0030000000,8.468,930.64,412.51,18.4599
1905,2,0.0469000000,0.0025000000,8.468,974.30,413.56,19.1690
1905,3,0.0430000000,0.0294000000,8.373,1004.79,420.93,19.8315
1905,4,-0.0093000000,0.0025000000,8.373,995.41,421.98,19.4829
1905,5,-0.0354000000,0.0083000000,8.278,949.25,420.65,18.6295
1905,6,0.0147000000,0.0082000000,8.278,963.22,424.10,18.7359
1905,7,0.0343000000,0.0025000000,8.278,996.27,425.17,19.2059
1905,8,0.0283000000,-0.0061000000,8.373,1036.22,427.44,19.5733
1905,9,0.0176000000,0.0225000000,8.278,1042.51,432.10,19.7435
1905,10,0.0169000000,0.0025000000,8.278,1060.17,433.17,19.8974
1905,11,-0.0139000000,-0.0194000000,8.373,1057.48,429.63,19.4435
1905,12,0.0160000000,-0.0278000000,8.468,1086.60,422.42,19.5780
1906,1,0.0374000000,0.0045000000,8.468,1127.20,424.30,20.1324
1906,2,-0.0044000000,-0.0032000000,8.468,1122.29,422.96,19.8668
1906,3,-0.0216000000,0.0045000000,8.468,1098.01,424.86,19.2595
1906,4,-0.0107000000,0.0131000000,8.468,1086.27,430.43,18.8762
1906,5,-0.0344000000,-0.0189000000,8.563,1060.68,427.02,18.0540
1906,6,0.0161000000,-0.0022000000,8.563,1077.74,426.08,18.1727
1906,7,0.0109000000,0.0381000000,8.278,1053.15,427.56,18.1952
1906,8,0.0528000000,-0.0147000000,8.468,1134.20,430.95,18.9673
1906,9,0.0223000000,-0.0039000000,8.563,1172.56,434.11,19.2010
1906,10,-0.0247000000,-0.0207000000,8.753,1169.00,434.58,18.5417
1906,11,-0.0117000000,-0.0092000000,8.849,1167.83,435.27,18.1419
1906,12,-0.0165000000,-0.0091000000,8.944,1160.93,435.97,17.6600
1907,1,-0.0148000000,0.0046000000,8.849,1131.62,433.33,17.2189
1907,2,-0.0485000000,-0.0195000000,9.039,1099.90,434.02,16.2171
1907,3,-0.0850000000,0.0220000000,8.944,995.84,438.92,14.6875
1907,4,0.0089000000,0.0035000000,8.944,1004.67,440.47,14.6697
1907,5,-0.0507000000,-0.0249000000,9.134,973.98,438.62,13.7901
1907,6,-0.0379000000,-0.0144000000,9.229,946.82,436.81,13.1443
1907,7,0.0427000000,0.0026000000,9.229,987.21,437.94,13.5850
1907,8,-0.0707000000,-0.0120000000,9.229,917.37,432.69,12.5135
1907,9,-0.0060000000,-0.0092000000,9.229,911.87,428.71,12.3286
1907,10,-0.1132000000,-0.0135000000,9.324,817.01,427.29,10.8318
1907,11,-0.0133000000,0.0182000000,8.944,773.21,417.30,10.5912
1907,12,0.0795000000,-0.0007000000,8.753,816.95,408.15,11.3333
1908,1,0.0592000000,0.0138000000,8.658,855.94,409.29,11.9030
1908,2,-0.0209000000,0.0182000000,8.563,828.84,412.18,11.5548
1908,3,0.0458000000,0.0227000000,8.563,866.79,421.55,11.9847
1908,4,0.0469000000,0.0070000000,8.658,917.54,429.22,12.4489
1908,5,0.0640000000,0.0027000000,8.658,976.28,430.39,13.0785
1908,6,0.0000000000,-0.0064000000,8.658,976.28,427.63,13.0517
1908,7,0.0295000000,-0.0092000000,8.753,1016.12,428.34,13.3455
1908,8,0.0469000000,-0.0014000000,8.753,1063.82,427.76,13.8842
1908,9,-0.0071000000,-0.0014000000,8.753,1056.32,427.17,13.7014
1908,10,0.0053000000,-0.0080000000,8.849,1073.45,428.35,13.6908
1908,11,0.0602000000,-0.0094000000,8.944,1150.36,428.88,14.4350
1908,12,0.0155000000,-0.0063000000,9.039,1180.60,430.71,14.5825
1909,1,0.0177000000,0.0134000000,8.944,1188.83,431.90,14.7644
1909,2,-0.0353000000,-0.0078000000,9.039,1159.05,433.09,14.1672
1909,3,0.0174000000,0.0028000000,9.039,1179.23,434.28,14.3361
1909,4,0.0270000000,-0.0179000000,9.229,1236.54,435.48,14.6452
1909,5,0.0263000000,-0.0075000000,9.324,1282.12,436.68,14.9535
1909,6,0.0109000000,-0.0074000000,9.419,1309.26,437.88,15.0404
1909,7,0.0178000000,-0.0034000000,9.419,1332.53,436.38,15.2315
1909,8,0.0173000000,-0.0206000000,9.515,1369.28,431.69,15.4176
1909,9,-0.0055000000,-0.0154000000,9.610,1375.31,429.27,15.2544
1909,10,-0.0122000000,-0.0156000000,9.800,1385.42,430.94,14.9888
1909,11,-0.0111000000,-0.0178000000,9.895,1383.37,427.37,14.7456
1909,12,0.0056000000,-0.0105000000,9.990,1404.54,426.97,14.7506
1910,1,-0.0085000000,0.0060000000,9.895,1379.35,425.44,14.5479
1910,2,-0.0322000000,0.0029000000,9.895,1334.94,426.67,14.0020
1910,3,0.0090000000,-0.0203000000,10.085,1372.84,426.05,14.0500
1910,4,-0.0297000000,-0.0065000000,10.181,1344.69,427.29,13.5599
1910,5,0.0060000000,0.0198000000,9.990,1327.52,427.60,13.5688
1910,6,-0.0351000000,0.0148000000,9.895,1268.74,429.78,13.0197
1910,7,-0.0465000000,0.0035000000,9.895,1209.74,431.26,12.3426
1910,8,0.0386000000,0.0143000000,9.800,1244.32,433.21,12.7451
1910,9,0.0209000000,0.0171000000,9.705,1258.05,436.35,12.9372
1910,10,0.0821000000,0.0333000000,9.419,1321.27,437.61,13.9189
1910,11,0.0237000000,0.0236000000,9.229,1325.21,438.88,14.1645
1910,12,-0.0239000000,0.0007000000,9.229,1293.60,439.19,13.7415
1911,1,0.0286000000,0.0029000000,9.229,1330.63,440.47,14.0492
1911,2,0.0541000000,0.0450000000,8.944,1359.21,446.06,14.7215
1911,3,-0.0181000000,-0.0077000000,9.039,1348.81,447.34,14.3706
1911,4,0.0324000000,0.0316000000,8.753,1348.50,446.92,14.7529
1911,5,0.0256000000,-0.0117000000,8.753,1383.08,441.69,15.0477
1911,6,0.0240000000,0.0062000000,8.753,1416.33,444.45,15.3284
1911,7,-0.0110000000,-0.0079000000,8.849,1415.99,445.74,15.0831
1911,8,-0.0737000000,-0.0348000000,9.134,1353.91,444.11,13.8998
1911,9,-0.0602000000,-0.0085000000,9.229,1285.64,444.91,12.9980
1911,10,0.0101000000,0.0029000000,9.229,1298.62,446.22,13.0665
1911,11,0.0553000000,0.0112000000,9.134,1356.32,446.56,13.7280
1911,12,0.0192000000,0.0124000000,9.039,1367.92,447.38,13.9293
1912,1,-0.0053000000,-0.0064000000,9.134,1374.95,449.18,13.7950
1912,2,-0.0150000000,-0.0052000000,9.229,1368.47,451.48,13.5316
1912,3,0.0121000000,-0.0141000000,9.419,1413.59,454.30,13.6398
1912,4,0.0048000000,-0.0228000000,9.705,1463.47,457.37,13.6544
1912,5,0.0009000000,0.0024000000,9.705,1464.71,458.45,13.6170
1912,6,0.0160000000,0.0106000000,9.610,1473.61,458.78,13.7854
1912,7,0.0050000000,0.0029000000,9.610,1481.00,460.12,13.8029
1912,8,0.0168000000,-0.0113000000,9.705,1520.82,459.44,13.9848
1912,9,-0.0009000000,-0.0046000000,9.800,1534.39,461.80,13.9263
1912,10,0.0018000000,0.0024000000,9.800,1537.15,462.91,13.9051
1912,11,-0.0073000000,0.0035000000,9.800,1525.86,464.53,13.7495
1912,12,-0.0226000000,0.0116000000,9.705,1476.92,465.37,13.3890
1913,1,-0.0142000000,-0.0068000000,9.800,1470.26,466.73,13.1481
1913,2,-0.0315000000,0.0046000000,9.800,1423.93,468.86,12.6830
1913,3,-0.0148000000,0.0013000000,9.800,1402.92,469.46,12.4435
1913,4,0.0031000000,-0.0004000000,9.800,1407.31,469.28,12.4331
1913,5,-0.0129000000,0.0199000000,9.700,1374.92,473.76,12.2214
1913,6,-0.0556000000,-0.0095000000,9.800,1311.91,474.10,11.4920
1913,7,0.0080000000,-0.0311000000,9.900,1335.88,464.06,11.5340
1913,8,0.0314000000,-0.0015000000,9.900,1377.79,463.36,11.8468
1913,9,0.0038000000,-0.0115000000,10.000,1397.06,462.66,11.8433
1913,10,-0.0274000000,-0.0043000000,10.000,1358.84,460.66,11.4715
1913,11,-0.0305000000,0.0050000000,10.100,1330.58,467.58,11.0725
1913,12,0.0133000000,0.0222000000,10.000,1334.89,473.21,11.1740
1914,1,0.0455000000,0.0119000000,10.000,1395.59,478.85,11.6361
1914,2,0.0277000000,0.0159000000,9.900,1419.93,481.61,11.9102
1914,3,-0.0147000000,-0.0021000000,9.900,1399.06,480.62,11.6855
1914,4,-0.0098000000,0.0054000000,9.800,1371.35,478.31,11.5227
1914,5,0.0003000000,-0.0082000000,9.900,1385.73,479.21,11.4790
1914,6,-0.0007000000,-0.0004000000,9.900,1384.77,479.01,11.4287
1914,7,-0.0607000000,-0.0126000000,10.000,1313.92,477.76,10.6943
1914,8,-0.1012000000,-0.0167000000,10.200,1204.61,479.19,9.5767
1914,9,0.0044000000,0.0030000000,10.200,1209.95,480.65,9.5844
1914,10,-0.0409000000,0.0129000000,10.100,1149.09,482.10,9.1590
1914,11,0.0329000000,-0.0068000000,10.200,1198.59,483.56,9.4255
1914,12,0.0834000000,0.0061000000,10.100,1285.78,481.74,10.1722
1915,1,0.0224000000,0.0053000000,10.100,1314.61,484.29,10.3598
1915,2,0.0012000000,0.0131000000,10.000,1303.17,485.75,10.3298
1915,3,0.0408000000,0.0212000000,9.900,1342.73,491.09,10.7070
1915,4,0.0690000000,-0.0037000000,10.000,1449.89,494.23,11.4011
1915,5,-0.0289000000,-0.0092000000,10.100,1422.13,494.60,11.0269
1915,6,0.0156000000,0.0002000000,10.100,1444.33,494.71,11.1543
1915,7,0.0004000000,-0.0088000000,10.100,1444.95,490.34,11.1136
1915,8,0.0467000000,0.0133000000,10.100,1512.36,496.86,11.5848
1915,9,0.0412000000,-0.0038000000,10.100,1574.60,494.99,12.0116
1915,10,0.0489000000,-0.0102000000,10.200,1667.98,494.80,12.5491
1915,11,0.0286000000,-0.0033000000,10.300,1732.48,498.01,12.8577
1915,12,0.0057000000,0.0110000000,10.300,1742.39,503.50,12.8784
1916,1,-0.0216000000,-0.0089000000,10.400,1721.23,503.86,12.5436
1916,2,-0.0102000000,0.0132000000,10.400,1703.66,510.53,12.3547
1916,3,-0.0085000000,-0.0021000000,10.500,1705.40,514.34,12.1771
1916,4,-0.0160000000,-0.0087000000,10.600,1694.11,514.72,11.9065
1916,5,0.0168000000,-0.0042000000,10.700,1738.82,517.41,12.0263
1916,6,0.0049000000,-0.0146000000,10.800,1763.69,514.62,11.9960
1916,7,-0.0093000000,-0.0032000000,10.800,1747.33,512.97,11.7912
1916,8,0.0030000000,-0.0039000000,10.900,1768.83,515.69,11.7321
1916,9,0.0268000000,-0.0129000000,11.100,1849.54,518.40,11.9446
1916,10,0.0173000000,-0.0147000000,11.300,1915.41,519.96,12.0457
1916,11,0.0097000000,-0.0200000000,11.500,1968.14,518.60,12.0532
1916,12,-0.0439000000,-0.0011000000,11.600,1898.13,522.52,11.4136
1917,1,-0.0277000000,-0.0100000000,11.700,1861.44,521.73,10.9809
1917,2,-0.0740000000,-0.0171000000,12.000,1767.93,525.98,10.0632
1917,3,0.0366000000,-0.0190000000,12.000,1832.71,515.98,10.3272
1917,4,-0.0567000000,-0.0480000000,12.600,1815.17,515.78,9.6445
1917,5,-0.0434000000,-0.0319000000,12.800,1763.91,507.23,9.1390
1917,6,0.0105000000,-0.0204000000,13.000,1810.36,504.63,9.1482
1917,7,-0.0064000000,0.0201000000,12.800,1771.17,506.83,9.0035
1917,8,-0.0385000000,-0.0134000000,13.000,1729.56,507.84,8.5727
1917,9,-0.0634000000,-0.0096000000,13.300,1657.31,514.60,7.9508
1917,10,-0.0617000000,-0.0170000000,13.500,1578.45,513.47,7.3871
1917,11,-0.0764000000,0.0032000000,13.500,1457.85,515.09,6.7530
1917,12,-0.0408000000,-0.0231000000,13.700,1419.06,510.63,6.4126
1918,1,0.0566000000,-0.0160000000,14.000,1532.27,513.47,6.8156
1918,2,0.0203000000,0.0008000000,14.100,1574.49,517.58,6.7355
1918,3,-0.0247000000,0.0129000000,14.000,1524.69,520.51,6.6237
1918,4,0.0054000000,-0.0099000000,14.200,1554.82,522.74,6.5436
1918,5,0.0015000000,-0.0170000000,14.500,1590.12,524.69,6.5470
1918,6,0.0148000000,-0.0006000000,14.700,1635.96,531.62,6.5552
1918,7,-0.0264000000,-0.0222000000,15.100,1636.11,533.94,6.3578
1918,8,0.0084000000,-0.0153000000,15.400,1682.61,536.20,6.3784
1918,9,-0.0297000000,-0.0183000000,15.700,1664.49,536.62,6.2365
1918,10,0.0380000000,-0.0191000000,16.000,1760.80,536.44,6.5249
1918,11,-0.0273000000,-0.0101000000,16.300,1744.79,540.95,6.2307
1918,12,0.0088000000,-0.0247000000,16.500,1781.67,534.08,6.1482
1919,1,-0.0104000000,0.0032000000,16.500,1763.08,535.78,6.0596
1919,2,0.0586000000,0.0169000000,16.200,1832.45,534.93,6.3161
1919,3,-0.0012000000,-0.0106000000,16.400,1852.92,535.78,6.4463
1919,4,0.0387000000,-0.0133000000,16.700,1959.86,538.31,6.5543
1919,5,0.0737000000,-0.0041000000,16.900,2129.58,542.52,7.0131
1919,6,-0.0238000000,0.0023000000,16.900,2078.81,543.79,7.1216
1919,7,0.0357000000,-0.0272000000,17.400,2216.64,544.65,6.7618
1919,8,-0.0895000000,-0.0177000000,17.700,2053.06,544.26,6.6428
1919,9,0.0188000000,0.0022000000,17.800,2103.47,548.55,6.7396
1919,10,0.0629000000,-0.0112000000,18.100,2273.36,551.56,6.9470
1919,11,-0.0751000000,-0.0254000000,18.500,2149.02,549.46,6.2340
1919,12,-0.0207000000,-0.0241000000,18.900,2150.03,547.83,6.2322
1920,1,-0.0446000000,-0.0190000000,19.300,2097.67,548.80,5.6261
1920,2,-0.0789000000,-0.0153000000,19.500,1952.27,545.98,5.4751
1920,3,0.0924000000,-0.0090000000,19.700,2154.50,546.59,5.9644
1920,4,-0.0957000000,-0.0396000000,20.300,2007.56,540.95,5.4084
1920,5,-0.0491000000,-0.0327000000,20.600,1937.22,530.99,5.1352
1920,6,-0.0181000000,-0.0067000000,20.900,1929.86,535.09,5.0122
1920,7,-0.0140000000,0.0071000000,20.800,1893.72,536.33,4.9117
1920,8,0.0485000000,0.0216000000,20.300,1937.92,534.72,5.1450
1920,9,0.0150000000,0.0387000000,20.000,1937.92,547.19,5.3292
1920,10,0.0227000000,0.0371000000,19.900,1971.91,564.64,5.3847
1920,11,-0.0708000000,-0.0007000000,19.800,1823.00,561.39,4.9103
1920,12,-0.0333000000,0.0102000000,19.400,1726.70,555.67,4.8929
1921,1,0.0694000000,0.0391000000,19.000,1808.51,565.49,5.0599
1921,2,0.0299000000,0.0331000000,18.400,1803.68,565.78,5.1861
1921,3,-0.0125000000,0.0107000000,18.300,1771.43,568.71,5.1853
1921,4,0.0393000000,0.0178000000,18.100,1820.91,572.52,5.5194
1921,5,0.0090000000,0.0263000000,17.700,1796.62,574.58,5.4593
1921,6,-0.0630000000,0.0085000000,17.600,1673.89,576.21,5.2278
1921,7,0.0274000000,-0.0005000000,17.700,1729.59,579.18,5.2910
1921,8,-0.0143000000,0.0075000000,17.700,1704.88,583.51,5.1495
1921,9,0.0447000000,0.0237000000,17.500,1761.04,590.58,5.4268
1921,10,0.0286000000,0.0270000000,17.500,1811.36,606.51,5.5996
1921,11,0.0759000000,0.0248000000,17.400,1937.66,617.98,5.9540
1921,12,0.0271000000,0.0231000000,17.300,1978.77,628.62,6.0222
1922,1,0.0373000000,0.0291000000,16.900,2005.12,631.94,6.2618
1922,2,0.0356000000,-0.0002000000,16.900,2076.45,631.79,6.6029
1922,3,0.0500000000,0.0230000000,16.700,2154.48,638.68,7.1024
1922,4,0.0618000000,0.0141000000,16.700,2287.59,647.66,7.5145
1922,5,0.0557000000,0.0052000000,16.700,2414.93,651.00,7.7605
1922,6,-0.0376000000,0.0051000000,16.700,2324.24,654.35,7.5343
1922,7,0.0113000000,0.0055000000,16.800,2364.52,661.90,7.6930
1922,8,0.0886000000,0.0172000000,16.600,2543.48,665.24,8.2172
1922,9,-0.0100000000,-0.0021000000,16.600,2518.06,663.82,8.4142
1922,10,0.0219000000,-0.0112000000,16.700,2588.78,660.35,8.0668
1922,11,-0.0503000000,-0.0048000000,16.800,2473.41,661.15,7.9341
1922,12,0.0163000000,-0.0015000000,16.900,2528.74,664.06,8.1856
1923,1,0.0115000000,0.0096000000,16.800,2542.68,666.45,8.1165
1923,2,0.0694000000,0.0028000000,16.800,2719.12,668.32,8.6762
1923,3,-0.0098000000,-0.0004000000,16.800,2692.53,668.08,8.4560
1923,4,-0.0283000000,-0.0031000000,16.900,2631.96,669.99,8.0859
1923,5,-0.0360000000,0.0052000000,16.900,2537.09,673.50,7.9685
1923,6,-0.0783000000,0.0001000000,17.000,2352.34,677.56,7.2725
1923,7,0.0123000000,-0.0081000000,17.200,2409.23,680.01,7.2377
1923,8,0.0269000000,0.0087000000,17.100,2459.61,681.93,7.6093
1923,9,-0.0319000000,-0.0030000000,17.200,2395.11,683.86,7.4824
1923,10,-0.0036000000,-0.0053000000,17.300,2400.44,684.18,7.3115
1923,11,0.0610000000,0.0061000000,17.300,2546.96,688.32,7.6757
1923,12,0.0342000000,0.0052000000,17.300,2634.18,691.92,7.9628
1924,1,0.0346000000,0.0076000000,17.300,2725.45,697.19,8.2707
1924,2,-0.0105000000,0.0110000000,17.200,2681.16,700.81,8.0327
1924,3,-0.0162000000,0.0094000000,17.100,2622.33,703.31,7.9218
1924,4,0.0026000000,0.0135000000,17.000,2613.66,708.67,7.9620
1924,5,0.0106000000,0.0100000000,17.000,2641.36,715.77,7.8893
1924,6,0.0410000000,0.0173000000,17.000,2749.64,728.19,8.2432
1924,7,0.0428000000,0.0007000000,17.100,2884.25,732.98,8.6337
1924,8,0.0157000000,0.0116000000,17.000,2912.39,737.17,8.7295
1924,9,0.0000000000,-0.0034000000,17.100,2929.57,738.97,8.6116
1924,10,-0.0100000000,0.0015000000,17.200,2917.20,744.40,8.5925
1924,11,0.0738000000,0.0008000000,17.200,3132.47,744.99,9.1768
1924,12,0.0510000000,-0.0074000000,17.300,3311.28,743.78,9.5629
1925,1,0.0246000000,0.0033000000,17.300,3392.82,746.24,9.8510
1925,2,0.0190000000,0.0100000000,17.200,3437.13,749.31,9.9397
1925,3,-0.0677000000,-0.0033000000,17.300,3223.17,751.16,9.4307
1925,4,0.0412000000,0.0116000000,17.200,3336.71,755.48,9.6414
1925,5,0.0500000000,0.0023000000,17.300,3523.78,761.65,9.8924
1925,6,-0.0030000000,-0.0018000000,17.500,3554.00,769.08,9.9458
1925,7,0.0284000000,-0.0082000000,17.700,3696.79,771.51,10.0010
1925,8,0.0073000000,-0.0017000000,17.700,3723.81,770.18,10.1188
1925,9,0.0304000000,0.0032000000,17.700,3837.00,772.66,10.5249
1925,10,0.0614000000,0.0057000000,17.700,4072.57,777.02,11.1782
1925,11,-0.0156000000,-0.0111000000,18.000,4077.08,781.40,10.8122
1925,12,0.0580000000,0.0079000000,17.900,4289.65,783.23,11.4158
1926,1,0.0023000000,0.0056000000,17.900,4299.56,787.62,11.5382
1926,2,-0.0402000000,0.0081000000,17.900,4126.53,793.99,10.7782
1926,3,-0.0499000000,0.0087000000,17.800,3898.71,796.45,10.3132
1926,4,0.0188000000,-0.0017000000,17.900,3994.15,799.57,10.6129
1926,5,0.0203000000,0.0112000000,17.800,4052.64,804.01,10.8496
1926,6,0.0535000000,0.0087000000,17.700,4245.33,806.46,11.5956
1926,7,0.0346000000,0.0137000000,17.500,4342.75,808.27,11.8039
1926,8,0.0541000000,0.0072000000,17.400,4551.62,809.42,12.7268
1926,9,0.0213000000,-0.0026000000,17.500,4675.18,811.91,12.8832
1926,10,-0.0327000000,-0.0010000000,17.600,4548.08,815.75,12.5315
1926,11,0.0209000000,0.0023000000,17.700,4669.49,822.29,12.7683
1926,12,0.0210000000,0.0080000000,17.700,4767.44,828.85,13.0091
1927,1,-0.0053000000,0.0186000000,17.500,4688.44,834.73,13.3335
1927,2,0.0581000000,0.0112000000,17.400,4932.67,839.26,13.7537
1927,3,0.0165000000,0.0180000000,17.300,4985.18,849.41,14.1446
1927,4,0.0214000000,0.0045000000,17.300,5091.65,853.21,14.4474
1927,5,0.0503000000,0.0003000000,17.400,5378.71,858.45,15.2065
1927,6,-0.0168000000,-0.0111000000,17.600,5349.04,858.67,14.9274
1927,7,0.0877000000,0.0185000000,17.300,5718.92,859.63,16.6004
1927,8,0.0545000000,0.0120000000,17.200,5995.87,864.91,17.4625
1927,9,0.0300000000,-0.0014000000,17.300,6211.46,868.74,18.0291
1927,10,-0.0451000000,-0.0022000000,17.400,5965.70,871.86,17.5267
1927,11,0.0778000000,0.0136000000,17.300,6392.59,878.62,18.4183
1927,12,0.0227000000,0.0077000000,17.300,6537.39,885.40,18.8602
1928,1,-0.0016000000,0.0018000000,17.300,6526.68,887.00,18.8490
1928,2,-0.0026000000,0.0135000000,17.100,6434.39,888.61,18.8035
1928,3,0.1121000000,0.0043000000,17.100,7156.00,892.46,20.9051
1928,4,0.0358000000,0.0001000000,17.100,7411.93,892.58,21.6414
1928,5,0.0099000000,-0.0065000000,17.200,7529.21,891.99,21.8327
1928,6,-0.0317000000,0.0044000000,17.100,7248.00,890.68,21.1003
1928,7,0.0159000000,-0.0080000000,17.100,7363.11,883.53,21.3790
1928,8,0.0776000000,-0.0021000000,17.100,7934.44,881.65,22.9614
1928,9,0.0153000000,-0.0070000000,17.300,8149.72,885.67,23.2111
1928,10,0.0236000000,0.0079000000,17.200,8293.43,887.49,23.6657
1928,11,0.1231000000,0.0104000000,17.200,9314.66,896.73,26.4511
1928,12,0.0117000000,0.0028000000,17.100,9368.60,894.04,26.6131
1929,1,0.0599000000,-0.0029000000,17.100,9929.73,891.42,28.0419
1929,2,-0.0031000000,-0.0053000000,17.100,9898.52,886.66,27.7831
1929,3,0.0062000000,-0.0010000000,17.000,9901.73,880.55,27.0772
1929,4,0.0248000000,0.0174000000,16.900,10088.07,890.63,28.2882
1929,5,-0.0458000000,-0.0029000000,17.000,9682.55,893.33,26.8026
1929,6,0.1089000000,-0.0069000000,17.100,10799.69,892.34,29.6661
1929,7,0.0362000000,-0.0044000000,17.300,11321.16,898.80,30.3537
1929,8,0.1007000000,-0.0028000000,17.300,12460.78,896.32,33.2792
1929,9,-0.0466000000,0.0039000000,17.300,11880.34,899.83,31.3778
1929,10,-0.1971000000,0.0106000000,17.300,9538.86,909.36,24.9878
1929,11,-0.1306000000,0.0249000000,17.300,8293.22,931.98,21.5517
1929,12,0.0350000000,0.0078000000,17.200,8534.15,933.80,22.0588
1930,1,0.0727000000,0.0028000000,17.100,9101.72,930.99,23.4268
1930,2,0.0310000000,0.0104000000,17.000,9328.95,935.20,23.9201
1930,3,0.0894000000,0.0189000000,16.900,10102.86,947.26,25.8175
1930,4,-0.0124000000,-0.0098000000,17.000,10037.12,943.56,25.2742
1930,5,-0.0071000000,0.0138000000,16.900,9907.09,950.94,24.7851
1930,6,-0.1565000000,0.0138000000,16.800,8306.94,958.34,20.7959
1930,7,0.0527000000,0.0148000000,16.600,8640.33,960.93,21.7014
1930,8,0.0175000000,0.0079000000,16.500,8738.66,962.73,21.9106
1930,9,-0.1324000000,-0.0017000000,16.600,7627.41,966.96,18.8511
1930,10,-0.0794000000,0.0113000000,16.500,6979.34,971.99,17.2182
1930,11,-0.0111000000,0.0105000000,16.400,6859.77,976.22,17.1242
1930,12,-0.0528000000,0.0188000000,16.100,6378.65,976.37,15.8790
1931,1,0.0672000000,0.0170000000,15.900,6722.90,980.62,16.8264
1931,2,0.1331000000,0.0070000000,15.700,7521.95,975.09,18.9371
1931,3,-0.0598000000,0.0117000000,15.600,7026.97,980.21,17.6868
1931,4,-0.0861000000,0.0100000000,15.500,6380.76,983.70,16.0513
1931,5,-0.1214000000,0.0243000000,15.300,5533.66,994.62,13.3331
1931,6,0.1598000000,0.0185000000,15.100,6334.24,999.74,16.1119
1931,7,-0.0706000000,0.0009000000,15.100,5886.95,1000.67,14.8649
1931,8,0.0148000000,0.0001000000,15.100,5973.94,1000.80,14.9701
1931,9,-0.2916000000,0.0035000000,15.000,4204.05,997.62,10.5211
1931,10,0.0981000000,-0.0219000000,14.900,4585.66,969.26,11.4493
1931,11,-0.0807000000,0.0167000000,14.700,4158.98,972.19,10.4336
1931,12,-0.1330000000,-0.0148000000,14.600,3581.11,951.26,8.9569
1932,1,-0.0027000000,-0.0031000000,14.300,3498.06,928.82,9.2274
1932,2,0.0746000000,0.0304000000,14.100,3706.39,943.68,9.4160
1932,3,-0.1069000000,0.0265000000,14.000,3286.60,961.84,8.3389
1932,4,-0.1918000000,0.0307000000,13.900,2637.38,984.30,6.6782
1932,5,-0.2161000000,0.0110000000,13.700,2037.58,980.81,5.1858
1932,6,0.0069000000,0.0105000000,13.600,2036.57,983.88,5.1721
1932,7,0.3851000000,0.0182000000,13.600,2820.80,1001.77,7.1187
1932,8,0.3928000000,0.0214000000,13.500,3900.05,1015.65,9.8412
1932,9,-0.0248000000,0.0129000000,13.400,3775.03,1021.11,9.5551
1932,10,-0.1297000000,0.0096000000,13.300,3260.94,1023.17,8.2787
